entrez	logFC	AveExpr	t	P.Value	adj.P.Val	B
72113	0.15816194597183	3.75236067206479	0.700198199747643	0.503753402115707	0.570579477128497	-7.36480615014702
545481	-0.227860525357613	4.2591331348861	-0.699976510167117	0.503884568298568	0.570682410645975	-7.34720032907531
21943	-0.763221829321654	-0.345492923719991	-0.699569073008223	0.504125691291186	0.57090985106649	-6.27994924032717
246229	0.187863286467916	3.0480515396867	0.69935087590358	0.504254851210322	0.571010469853242	-7.23172791134648
246257	-0.122888645724196	3.86891131752449	-0.698846273657072	0.50455362627756	0.571303126796293	-7.37321438414685
22070	-0.0927266701759653	8.13917375777941	-0.698106010191109	0.50499213862385	0.571753948014295	-7.47925351083648
66077	0.1023058340484	5.21043380124828	0.69730268057962	0.505468281704699	0.572247299420322	-7.52693621758196
20869	-0.071002877328989	6.74023576678095	-0.697120825553658	0.505576108648238	0.572323629745249	-7.56060634914042
56708	-0.250745410047435	2.97121698975976	-0.696750346072455	0.505795821186249	0.572526594782101	-7.2379527674267
67186	-0.111970660758322	6.58513866899767	-0.696335421618494	0.506041963217561	0.57272205803426	-7.56273316546384
101831	0.239986644849612	1.34244481700027	0.696322943566422	0.506049366633025	0.57272205803426	-6.86001809054024
267019	-0.0867068429468265	7.29245714635813	-0.695116637055335	0.506765408546002	0.573486619162269	-7.53635917520687
268515	-0.160413606002033	4.78052431579833	-0.694723985057796	0.506998617265971	0.573704698320217	-7.51866420926094
20084	-0.133873190200809	3.21761946884912	-0.694321548649346	0.507237707333173	0.573929397266107	-7.3155998847755
231549	-0.126851465738889	6.13543497616652	-0.693684638584718	0.507616244636836	0.574311829495271	-7.56845687137341
19070	-0.109799538802825	5.89463624506978	-0.693501070173327	0.50772537855073	0.574389424740123	-7.56534367208336
13356	-0.076880086933107	6.9028581026484	-0.692516591121208	0.508310916331628	0.575005919967857	-7.56182915024389
14815	-0.102144637892216	6.39127096934745	-0.691573345078413	0.508872327702885	0.575595026903407	-7.56274822099912
224904	0.0996092727469113	5.29955212359588	0.691182367165812	0.509105148211819	0.57579796550333	-7.538641057394
67665	-0.140688199914907	7.45933102495517	-0.69113553497029	0.50913304044682	0.57579796550333	-7.54806852529269
108989	-0.127964117509293	7.87076245924862	-0.690970257242963	0.509231483921046	0.57586332186984	-7.52286239763018
52615	-0.119688356550255	6.40970915017271	-0.690290028119589	0.50963677077412	0.576251575217059	-7.57217208504927
75273	0.0828425441777636	5.46116770618675	0.690257466955086	0.509656176090315	0.576251575217059	-7.55543574590763
252876	-0.12135259040104	1.95381713819959	-0.690141520175768	0.509725280080522	0.576283709181945	-7.01851844620874
99681	0.380465206060442	3.41145369394033	0.689888480721528	0.509876111356508	0.576408229638064	-7.23641794924776
107767	-0.076549601891096	6.48827778592525	-0.689726616531231	0.509972609722942	0.576471312483079	-7.57185385510141
68836	0.104016351442847	5.22837450932584	0.689613652845312	0.510039961918561	0.576481444519006	-7.51876411482126
213452	0.102023038889192	5.91188811502674	0.689575068699404	0.510062968172022	0.576481444519006	-7.56186298433147
19383	0.1009901214808	8.22544404756062	0.689233878344437	0.510266435251456	0.576665394553764	-7.50258042220306
70385	-0.128710087335951	2.91505069469279	-0.689038079002383	0.510383222118834	0.576751363487298	-7.28758386747727
100502708	-0.170563454996395	0.000394579937037855	-0.688597369285385	0.510646149953929	0.577002450071586	-6.75868293219802
67515	-0.169486082561071	3.54134844039485	-0.687983133025584	0.511012745308762	0.577370625931133	-7.33377176986929
71617	-0.0933876789174297	4.18878661879725	-0.686700999539573	0.511778492966349	0.578189691567103	-7.44114973339378
77578	0.137541482260713	4.6929399312396	0.686312939281869	0.512010401298079	0.578368501465386	-7.50935771224101
631331	0.116059804767162	3.62097889378584	0.686299512753345	0.512018426288453	0.578368501465386	-7.33971349634827
170459	0.136885689742536	2.85337204563092	0.685652383112854	0.512405306634633	0.578759362768485	-7.30420418544716
19703	0.122254174498667	3.95696935683052	0.68546963771146	0.512514592294951	0.578793675667286	-7.44999344867059
13804	0.162709516831005	1.40429572116335	0.685464930895209	0.512517407264015	0.578793675667286	-6.97291987942623
433748	-0.160216617476315	0.684921301185883	-0.685319844978716	0.512604182406799	0.578845523261504	-6.85966972084967
330401	-0.0930107523042398	5.09995195210609	-0.682409453148881	0.514346809080332	0.580767042696126	-7.53979042542935
69237	0.161422778253073	6.70026798448987	0.681413939740062	0.514943728829575	0.581394701009958	-7.57095716649048
279706	-0.251201116792526	-0.398176742391538	-0.681152550389402	0.515100531908424	0.58152538730237	-6.61395234488944
70533	-0.106845058309762	3.23503934158327	-0.680655847492816	0.515398577459653	0.581815496470831	-7.27905393313819
26466	0.125075270816427	4.9496367228829	0.68028189734279	0.51562303621707	0.58202249645508	-7.5209030789606
277463	-0.0831959118769294	5.73744095941768	-0.680001546069837	0.515791353300975	0.582166097171977	-7.57081229555489
80982	0.285236855955186	1.12154069556376	0.679842935000964	0.515886595215341	0.582227202710964	-6.8035194175592
76954	0.0927585397063844	6.1625655310835	0.679701252894201	0.515971680957816	0.582258635792318	-7.57516671527401
20843	-0.119416940666559	7.50306905623047	-0.679659665306663	0.515996657613905	0.582258635792318	-7.55097757953546
408057	0.158062545078765	1.94678969329884	0.679359017435185	0.51617724292878	0.582416014504235	-7.04047678489937
170767	0.119750101314473	3.41701825499973	0.677660705270088	0.517198077568638	0.583521367483851	-7.33861154401774
66223	0.111582699227299	3.98035529223371	0.676777114927126	0.517729687765061	0.584074627842632	-7.41121548375505
66839	-0.141548806627078	5.18725218098994	-0.675663275166712	0.518400309268988	0.584784612630025	-7.55589233552863
212153	-0.106784630996912	3.67961532203841	-0.675433656920048	0.518538624837144	0.584894061221384	-7.36289396735879
67011	-0.143250639826042	4.42681297541168	-0.675214158210008	0.518670866033383	0.584996641242365	-7.47303029892502
14731	0.0816667476460742	5.25419106036864	0.674348721657112	0.519192468154841	0.585538320972398	-7.55066090093167
100043324	0.087192124639337	3.89436741542858	0.674110964910278	0.519335821891763	0.585653364946805	-7.39599049207667
67803	-0.108947953924199	4.85560384599528	-0.673972238041843	0.519419477572513	0.585701074654884	-7.51933600371592
68611	0.112844941170022	4.80138009266388	0.673499942678467	0.519704345626979	0.585975647202591	-7.51693468910461
59042	-0.0746680958262109	6.63952437887782	-0.672948905459335	0.520036829341604	0.586303859250543	-7.57981875583914
14865	0.0936940709460834	3.16014428759458	0.672624287612631	0.520232758074689	0.586466315494021	-7.27950091697837
101513	-0.0923884345031221	4.62529394086354	-0.672572981492161	0.520263728944431	0.586466315494021	-7.50911749600211
21384	-0.400418134856218	-0.400096371405209	-0.670994889098566	0.521216898070296	0.587494020941015	-6.56284036138105
